Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Door_To_Diag_Eval_2016,Door_To_Diag_Eval_2015,Door_To_Diag_Eval_2014,Door_To_Diag_Eval_2013,Always_Quiet_Night_2016,Always_Quiet_Night_2015,Always_Quiet_Night_2014,Always_Quiet_Night_2013,Always_Quiet_Night_2012,Always_Quiet_Night_2011,Always_Quiet_Night_2010,Always_Quiet_Night_2009,Always_Quiet_Night_2008,Sometimes_Quiet_2016,Sometimes_Quiet_2015,Sometimes_Quiet_Night_2014,Sometimes_Quiet_Night_2013,Sometimes_Quiet_Night_2012,Sometimes_Quiet_Night_2011,Sometimes_Quiet_Night_2010,Sometimes_Quiet_Night_2009,Sometimes_Quiet_Night_2008,Usually_Quiet_2016,Usually_Quiet_2015,Usually_Quiet_2014,Usually_Quiet_2013,Usually_Quiet_2012,Usually_Quiet_2011,Usually_Quiet_2010,Usually_Quiet_2009,Usually_Quiet_2008,Hospital_Rating_Low_2016,Hospital_Rating_Low_2015,Hospital_Rating_Low_2014,Hospital_Rating_Low_2013,Hospital_Rating_Low_2012,Hospital_Rating_Low_2011,Hospital_Rating_Low_2010,Hospital_Rating_Low_2009,Hospital_Rating_Low_2008,Hospital_Rating_Medium_2016,Hospital_Rating_Medium_2015,Hospital_Rating_Medium_2014,Hospital_Rating_Medium_2013,Hospital_Rating_Medium_2012,Hospital_Rating_Medium_2011,Hospital_Rating_Medium_2010,Hospital_Rating_Medium_2009,Hospital_Rating_Medium_2008,Hospital_Rating_High_2016,Hospital_Rating_High_2015,Hospital_Rating_High_2014,Hospital_Rating_High_2013,Hospital_Rating_High_2012,Hospital_Rating_High_2011,Hospital_Rating_High_2010,Hospital_Rating_High_2009,Hospital_Rating_High_2008,Recommend_Yes_2016,Recommend_Yes_2015,Recommend_Yes_2014,Recommend_Yes_2013,Recommend_Yes_2012,Recommend_Yes_2011,Recommend_Yes_2010,Recommend_Yes_2009,Recommend_Yes_2008,Recommend_Probably_2016,Recommend_Probably_2015,Recommend_Probably_2014,Recommend_Probably_2013,Recommend_Probably_2012,Recommend_Probably_2011,Recommend_Probably_2010,Recommend_Probably_2009,Recommend_Probably_2008,Recommend_No_2016,Recommend_No_2015,Recommend_No_2014,Recommend_No_2013,Recommend_No_2012,Recommend_No_2011,Recommend_No_2010,Recommend_No_2009,Recommend_No_2008
141306,COMMUNITY MEMORIAL HOSPITAL,400 CALDWELL,STAUNTON,IL,62088,MACOUPIN,6186352200,Not Available,#N/A,#N/A,#N/A,81,61,Not Available,,,,,,,6,3,Not Available,,,,,,,13,15,Not Available,,,,,,,7,4,Not Available,,,,,,,19,20,Not Available,,,,,,,74,76,Not Available,,,,,,,68,61,Not Available,,,,,,,26,34,Not Available,,,,,,,6,5,Not Available,,,,,,
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,PERRY,6183572187,Not Available,#N/A,#N/A,#N/A,61,61,57,,,,,,,8,5,9,,,,,,,31,25,34,,,,,,,10,3,8,,,,,,,17,23,26,,,,,,,73,74,66,,,,,,,65,72,69,,,,,,,30,26,28,,,,,,,5,2,3,,,,,,
11300,WASHINGTON COUNTY HOSPITAL*,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,2518472223,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
141309,ADVOCATE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,WOODFORD,3094672371,13,11,12,20,63,61,Not Available,,,,,,,7,7,Not Available,,,,,,,30,33,Not Available,,,,,,,7,4,Not Available,,,,,,,3,10,Not Available,,,,,,,90,86,Not Available,,,,,,,91,88,Not Available,,,,,,,7,12,Not Available,,,,,,,2,0,Not Available,,,,,,
141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,IL,61342,LA SALLE,8155397461,Not Available,Not Available,Not Available,Not Available,70,61,67,,,,,,,3,7,4,,,,,,,27,28,29,,,,,,,4,3,4,,,,,,,21,16,15,,,,,,,75,81,81,,,,,,,74,77,72,,,,,,,24,21,25,,,,,,,2,2,3,,,,,,
141311,FAIRFIELD MEMORIAL HOSPITAL 1,303 N W 11TH STREET,FAIRFIELD,IL,62837,WAYNE,6188422611,20,21,23,25,68,61,Not Available,,,,,,,5,8,Not Available,,,,,,,27,25,Not Available,,,,,,,5,6,Not Available,,,,,,,23,27,Not Available,,,,,,,72,67,Not Available,,,,,,,75,68,Not Available,,,,,,,21,30,Not Available,,,,,,,4,2,Not Available,,,,,,
141312,ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,OGLE,8155622181,Not Available,#N/A,#N/A,#N/A,71,61,67,,,,,,,4,3,2,,,,,,,25,25,31,,,,,,,0,2,2,,,,,,,12,16,24,,,,,,,88,82,74,,,,,,,85,81,72,,,,,,,14,17,26,,,,,,,1,2,2,,,,,,
141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,MASON,3095434431,16,17,22,Not Available,60,61,71,,,,,,,6,2,4,,,,,,,34,21,25,,,,,,,3,2,2,,,,,,,14,9,5,,,,,,,83,89,93,,,,,,,76,87,80,,,,,,,24,12,20,,,,,,,0,1,0,,,,,,
141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,62363,PIKE,2172852113,22,26,Not Available,Not Available,59,61,72,,,,,,,6,3,4,,,,,,,35,19,24,,,,,,,7,2,6,,,,,,,17,14,16,,,,,,,76,84,78,,,,,,,61,74,71,,,,,,,37,24,29,,,,,,,2,2,0,,,,,,
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,HOOPESTON,IL,60942,VERMILION,2172835531,Not Available,Not Available,Not Available,#N/A,68,61,53,,,,,,,10,13,12,,,,,,,22,22,35,,,,,,,4,2,11,,,,,,,18,19,22,,,,,,,78,79,67,,,,,,,81,75,72,,,,,,,17,23,24,,,,,,,2,2,4,,,,,,
141317,GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,60936,FORD,2177844251,Not Available,Not Available,Not Available,Not Available,69,61,69,,,,,,,4,3,4,,,,,,,27,32,27,,,,,,,5,3,3,,,,,,,14,16,11,,,,,,,81,81,86,,,,,,,82,83,85,,,,,,,16,14,13,,,,,,,2,3,2,,,,,,
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,3097343141,12,16,18,11,67,61,78,,,,,,,1,8,3,,,,,,,32,29,19,,,,,,,1,1,2,,,,,,,4,7,14,,,,,,,95,92,84,,,,,,,82,91,84,,,,,,,17,7,15,,,,,,,1,2,1,,,,,,
141319,HAMMOND HENRY HOSPITAL,600 N COLLEGE AVENUE,GENESEO,IL,61254,HENRY,3099446431,Not Available,Not Available,Not Available,Not Available,65,61,66,,,,,,,6,5,6,,,,,,,29,28,28,,,,,,,4,4,3,,,,,,,15,17,15,,,,,,,81,79,82,,,,,,,78,78,82,,,,,,,20,20,16,,,,,,,2,2,2,,,,,,
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,EDGAR,2174654141,18,Not Available,Not Available,Not Available,67,61,64,,,,,,,2,6,4,,,,,,,31,33,32,,,,,,,4,7,6,,,,,,,16,22,18,,,,,,,80,71,76,,,,,,,80,72,68,,,,,,,17,24,31,,,,,,,3,4,1,,,,,,
141321,FRANKLIN HOSPITAL,201 BAILEY LANE,BENTON,IL,62812,FRANKLIN,6184393761,16,21,Not Available,Not Available,67,61,Not Available,,,,,,,9,Not Available,Not Available,,,,,,,24,Not Available,Not Available,,,,,,,5,Not Available,Not Available,,,,,,,16,Not Available,Not Available,,,,,,,79,Not Available,Not Available,,,,,,,66,Not Available,Not Available,,,,,,,30,Not Available,Not Available,,,,,,,4,Not Available,Not Available,,,,,,
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,200 STAHLHUT DRIVE,LINCOLN,IL,62656,LOGAN,2177322161,13,21,19,23,69,61,67,,,,,,,3,7,5,,,,,,,28,27,28,,,,,,,4,3,3,,,,,,,13,13,10,,,,,,,83,84,87,,,,,,,84,83,85,,,,,,,13,16,13,,,,,,,3,1,2,,,,,,
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,MASSAC,6185242176,13,Not Available,Not Available,8,78,61,68,,,,,,,0,0,3,,,,,,,22,26,29,,,,,,,2,1,4,,,,,,,12,14,16,,,,,,,86,85,80,,,,,,,82,87,71,,,,,,,17,13,25,,,,,,,1,0,4,,,,,,
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,62930,SALINE,6182733361,Not Available,Not Available,Not Available,Not Available,54,61,Not Available,,,,,,,9,7,Not Available,,,,,,,37,29,Not Available,,,,,,,7,7,Not Available,,,,,,,23,17,Not Available,,,,,,,70,76,Not Available,,,,,,,65,71,Not Available,,,,,,,30,26,Not Available,,,,,,,5,3,Not Available,,,,,,
141325,OSF SAINT LUKES MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,HENRY,3098533361,Not Available,#N/A,#N/A,#N/A,74,61,76,,,,,,,3,2,4,,,,,,,23,22,20,,,,,,,6,7,5,,,,,,,14,19,14,,,,,,,80,74,81,,,,,,,82,69,66,,,,,,,16,28,30,,,,,,,2,3,4,,,,,,
141326,HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,HAMILTON,6186432361,Not Available,#N/A,#N/A,#N/A,61,61,Not Available,,,,,,,3,Not Available,Not Available,,,,,,,36,Not Available,Not Available,,,,,,,8,Not Available,Not Available,,,,,,,29,Not Available,Not Available,,,,,,,63,Not Available,Not Available,,,,,,,59,Not Available,Not Available,,,,,,,34,Not Available,Not Available,,,,,,,7,Not Available,Not Available,,,,,,
141327,WABASH GENERAL HOSPITAL 1,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,WABASH,6182628621,6,Not Available,Not Available,Not Available,71,61,66,,,,,,,1,4,2,,,,,,,28,21,32,,,,,,,3,2,4,,,,,,,15,16,18,,,,,,,82,82,78,,,,,,,81,85,74,,,,,,,18,15,24,,,,,,,1,0,2,,,,,,
141328,HARDIN COUNTY GENERAL HOSPITAL,FERRELL ROAD,ROSICLARE,IL,62982,HARDIN,6182856634,Not Available,Not Available,Not Available,Not Available,54,61,Not Available,,,,,,,4,9,Not Available,,,,,,,42,42,Not Available,,,,,,,3,6,Not Available,,,,,,,23,17,Not Available,,,,,,,74,77,Not Available,,,,,,,83,84,Not Available,,,,,,,14,11,Not Available,,,,,,,3,5,Not Available,,,,,,
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,8157724003,0,Not Available,Not Available,Not Available,63,61,74,,,,,,,5,5,4,,,,,,,32,25,22,,,,,,,6,8,9,,,,,,,25,26,27,,,,,,,69,66,64,,,,,,,72,70,63,,,,,,,28,30,30,,,,,,,0,0,7,,,,,,
141330,HOPEDALE MEDICAL COMPLEX,107 TREMONT STREET,HOPEDALE,IL,61747,TAZEWELL,3094493321,15,18,20,Not Available,74,61,Not Available,,,,,,,1,Not Available,Not Available,,,,,,,25,Not Available,Not Available,,,,,,,1,Not Available,Not Available,,,,,,,9,Not Available,Not Available,,,,,,,90,Not Available,Not Available,,,,,,,93,Not Available,Not Available,,,,,,,7,Not Available,Not Available,,,,,,,0,Not Available,Not Available,,,,,,
141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,6185422146,Not Available,#N/A,#N/A,#N/A,62,61,Not Available,,,,,,,2,5,Not Available,,,,,,,36,30,Not Available,,,,,,,1,10,Not Available,,,,,,,23,20,Not Available,,,,,,,76,70,Not Available,,,,,,,67,53,Not Available,,,,,,,30,38,Not Available,,,,,,,3,9,Not Available,,,,,,
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,MONTGOMERY,2175326111,26,#N/A,#N/A,#N/A,75,61,73,,,,,,,2,8,7,,,,,,,23,22,20,,,,,,,0,5,4,,,,,,,20,16,14,,,,,,,80,79,82,,,,,,,78,66,82,,,,,,,22,27,15,,,,,,,0,7,3,,,,,,
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,SCHUYLER,2173224321,Not Available,#N/A,#N/A,#N/A,67,61,Not Available,,,,,,,5,4,Not Available,,,,,,,28,32,Not Available,,,,,,,5,13,Not Available,,,,,,,24,25,Not Available,,,,,,,71,62,Not Available,,,,,,,64,56,Not Available,,,,,,,31,37,Not Available,,,,,,,5,7,Not Available,,,,,,
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,6186843156,22,Not Available,Not Available,Not Available,66,61,72,,,,,,,7,3,6,,,,,,,27,27,22,,,,,,,4,1,4,,,,,,,15,15,12,,,,,,,81,84,84,,,,,,,79,86,82,,,,,,,19,14,16,,,,,,,2,0,2,,,,,,
141335,MERCY HARVARD HOSPITAL,901 GRANT STREET,HARVARD,IL,60033,MCHENRY,8159435431,19,20,20,20,Not Available,61,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,
30011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,8158752811,34,20,Not Available,#N/A,54,61,63,,,,,,,7,6,4,,,,,,,39,35,33,,,,,,,4,8,5,,,,,,,24,23,21,,,,,,,72,69,74,,,,,,,63,64,67,,,,,,,34,32,30,,,,,,,3,4,3,,,,,,
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,2178243331,11,13,16,18,53,61,55,,,,,,,7,10,8,,,,,,,40,39,37,,,,,,,5,3,3,,,,,,,19,17,14,,,,,,,76,80,83,,,,,,,75,76,82,,,,,,,22,21,16,,,,,,,3,3,2,,,,,,
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,DEKALB,8157868484,10,12,19,17,69,61,74,,,,,,,7,7,3,,,,,,,24,25,23,,,,,,,6,4,3,,,,,,,14,16,16,,,,,,,80,80,81,,,,,,,73,74,76,,,,,,,25,23,22,,,,,,,2,3,2,,,,,,
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,CHRISTIAN,2175622131,Not Available,Not Available,Not Available,Not Available,Not Available,61,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,,Not Available,Not Available,Not Available,,,,,,
141342,UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,6188334511,14,15,29,16,73,61,66,,,,,,,9,4,6,,,,,,,18,25,28,,,,,,,6,4,6,,,,,,,17,20,23,,,,,,,77,76,71,,,,,,,73,81,63,,,,,,,24,15,31,,,,,,,3,4,6,,,,,,
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,6185462514,Not Available,#N/A,#N/A,#N/A,66,61,59,,,,,,,4,5,9,,,,,,,30,30,32,,,,,,,2,4,5,,,,,,,21,22,22,,,,,,,77,74,73,,,,,,,78,74,70,,,,,,,21,24,27,,,,,,,1,2,3,,,,,,
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,LAWRENCEVILLE,IL,62439,LAWRENCE,6189431000,Not Available,#N/A,#N/A,#N/A,54,61,Not Available,,,,,,,13,Not Available,Not Available,,,,,,,33,Not Available,Not Available,,,,,,,9,Not Available,Not Available,,,,,,,22,Not Available,Not Available,,,,,,,69,Not Available,Not Available,,,,,,,67,Not Available,Not Available,,,,,,,29,Not Available,Not Available,,,,,,,4,Not Available,Not Available,,,,,,
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,MARION,6185483194,Not Available,Not Available,Not Available,Not Available,69,61,61,,,,,,,5,7,6,,,,,,,26,39,33,,,,,,,6,2,4,,,,,,,17,19,18,,,,,,,77,79,78,,,,,,,74,74,69,,,,,,,22,25,29,,,,,,,4,1,2,,,,,,
141346,FAYETTE COUNTY HOSPITAL,7TH AND TAYLOR,VANDALIA,IL,62471,FAYETTE,6182831231,Not Available,#N/A,#N/A,#N/A,61,61,Not Available,,,,,,,7,7,Not Available,,,,,,,32,33,Not Available,,,,,,,7,8,Not Available,,,,,,,17,22,Not Available,,,,,,,76,70,Not Available,,,,,,,73,72,Not Available,,,,,,,24,22,Not Available,,,,,,,3,6,Not Available,,,,,,
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,62626,MACOUPIN,2178543141,24,Not Available,Not Available,Not Available,75,61,64,,,,,,,3,5,3,,,,,,,22,32,33,,,,,,,2,6,6,,,,,,,8,17,12,,,,,,,90,77,82,,,,,,,89,71,74,,,,,,,11,28,23,,,,,,,0,1,3,,,,,,
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,6182823831,20,22,15,13,57,61,61,,,,,,,11,8,13,,,,,,,32,31,26,,,,,,,5,7,3,,,,,,,18,29,30,,,,,,,77,64,67,,,,,,,70,68,66,,,,,,,27,27,30,,,,,,,3,5,4,,,,,,
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,62286,RANDOLPH,6184432177,Not Available,#N/A,#N/A,#N/A,66,61,71,,,,,,,5,9,7,,,,,,,29,32,22,,,,,,,6,6,8,,,,,,,17,20,24,,,,,,,77,74,68,,,,,,,76,68,53,,,,,,,21,28,41,,,,,,,3,4,6,,,,,,
80003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,NEW CASTLE,3024214100,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,2563542131,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO, BOX 57",CHICAGO,IL,60611,COOK,7738804000,Not Available,#N/A,#N/A,#N/A,Not Available,61,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,
143301,LARABIDA CHILDRENS HOSPITAL I,E 65TH ST AT LAKE MICHIGAN,CHICAGO,IL,60649,COOK,7733636700,Not Available,#N/A,#N/A,#N/A,Not Available,61,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,,Not Available,#N/A,#N/A,,,,,,
123301,SHRINERS HOSPITAL FOR CHILDREN,1310 PUNAHOU STREET,HONOLULU,HI,96826,HONOLULU,8089414466,#N/A,#N/A,#N/A,#N/A,#N/A,61,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,,#N/A,#N/A,#N/A,,,,,,
